Tweet:lihat magnus chase ... lihat price tag ... ummmmmm ... im fine ... yas ... ok ... 	 ReaderName:maya_มะยๅ 	 ReaderScreenName:mypxckyyy 	 ReaderId:261068778 	 userLocation:my cave 	 FollowersCount:464 	 FriendsCount:245 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-27 03:09:19 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/CyfQd5VYhl 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:11:17 
Tweet:#TopBooks #9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer https://t.co/YpS1v53Pk5 	 ReaderName:Funny Videos 2Day 	 ReaderScreenName:FunnyVideos2Day 	 ReaderId:334729366 	 userLocation: 	 FollowersCount:1938 	 FriendsCount:1685 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:10:35 
Tweet:#TopBooks #9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer https://t.co/1AtDiKxJ0U 	 ReaderName:Happy Baby and More 	 ReaderScreenName:BabyStuffnMore 	 ReaderId:334074550 	 userLocation: 	 FollowersCount:527 	 FriendsCount:586 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:10:04 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/a7YpOpUJx7 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:08:38 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/KfR52MMs9o 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:08:37 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/UqvFPIQXN4 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 09:08:35 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/sa4NYkAPPz 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:52:35 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/KrpVtkfqJo 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:52:33 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/w7LH17mJZp 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:52:33 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/iZpnVTC7jJ 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:52:32 
Tweet:previously on two sisters bloggin': review + discussion on magnus chase &amp; the sword of summer by @camphalfblood https://t.co/SmfYqp0S7C 	 ReaderName:i(nej)sha 	 ReaderScreenName:perksofisha 	 ReaderId:422725550 	 userLocation:south dublin, ireland 	 FollowersCount:19253 	 FriendsCount:397 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:41:41 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/ANMNhO5D0c 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:37:28 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/uYNPPf9GUo 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:37:10 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/8CZtZbXVYi 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:37:10 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/JDWiRPqx5y 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:37:06 
Tweet:Magnus Chase and the Gods of Asgard, Book 1: ... by Rick Riordan https://t.co/Nnxxv0whfo 	 ReaderName:CrazyWWWMaster 	 ReaderScreenName:crazywwwmaster 	 ReaderId:3908955917 	 userLocation:World Wide Web 	 FollowersCount:1231 	 FriendsCount:3064 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:25:32 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/clWDC8wFQD 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:19:22 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/qagLPKU8BQ 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:19:17 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/dJ0iMrlzKK 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:19:13 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/0Qokz94y63 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:19:06 
Tweet:Magnus chase is sO sassy holy fuck I'm in love 	 ReaderName:hawkeye 	 ReaderScreenName:WICKEDimmune 	 ReaderId:2889784634 	 userLocation:pop punk ftw 	 FollowersCount:137 	 FriendsCount:458 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:07:49 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/jCSUY5eZsd 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:01:19 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/If7cUBtAON 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:01:18 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/3FhzqplutA 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:01:15 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/mYMqjfzpxs 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 08:01:10 
Tweet:Oh this is so sweet! I think I'll like Magnus Chase coz I really love Magnus Bane lol! Hopefully.. https://t.co/VDyGJlRawP 	 ReaderName:Ryan Eugenio 	 ReaderScreenName:RyaanEugenio 	 ReaderId:84310056 	 userLocation:Republic of the Philippines 	 FollowersCount:802 	 FriendsCount:403 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:49:27 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/wYggEbAKCE 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:45:21 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/wgBXFFHtwv 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:45:13 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/nhV8P7u9gv 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:45:07 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/bzuhy0BFub 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:45:04 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/BSiCA1I1Zd 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:29:09 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/1lRX3o5rEl 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:29:06 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/SjBe4fY3OX 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:29:04 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/8Giwu9zrnr 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:29:04 
Tweet:I think Magnus Chase and the gods of Asgard pretty much killed the Percy Jackson fandom. Starting from the dedicating page. 	 ReaderName:Numey هريرة 	 ReaderScreenName:BerryNumey 	 ReaderId:1598765996 	 userLocation:The Archive-Winter, Narnia, NW 	 FollowersCount:300 	 FriendsCount:276 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:23:16 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/BxlOQIN2OI 	 ReaderName:Perran Store 	 ReaderScreenName:PerranStore1 	 ReaderId:318754235 	 userLocation: 	 FollowersCount:386 	 FriendsCount:428 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:11:14 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/zLY3tuXEGM 	 ReaderName:Richard Smith 	 ReaderScreenName:storestage 	 ReaderId:307148864 	 userLocation: 	 FollowersCount:119 	 FriendsCount:206 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:11:06 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/3Hr0KjIttK 	 ReaderName:Occupy Vancouver 	 ReaderScreenName:A5Whatever 	 ReaderId:371041947 	 userLocation:Vancouver BC Canada 	 FollowersCount:385 	 FriendsCount:3 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:11:05 
Tweet:#9: Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer: Magnus Chase and the Gods of Asgard, Book 1:… https://t.co/sZOYhH6O48 	 ReaderName:Richard 	 ReaderScreenName:smitth9999 	 ReaderId:227600339 	 userLocation:liverpool 	 FollowersCount:344 	 FriendsCount:1298 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:11:04 
Tweet:Three I'm half way through Magnus Chase.... 	 ReaderName:DarkOneOlicity-Steph 	 ReaderScreenName:marolicityluv_s 	 ReaderId:1266372631 	 userLocation: 	 FollowersCount:373 	 FriendsCount:405 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:06:14 
Tweet:The books I'm currently reading are Magnus chase and the god of Asgard, a Court of Thorn and Roses, ink and Bone. Out of the 	 ReaderName:DarkOneOlicity-Steph 	 ReaderScreenName:marolicityluv_s 	 ReaderId:1266372631 	 userLocation: 	 FollowersCount:373 	 FriendsCount:405 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 07:05:33 
Tweet:Is Magnus Chase good? I really loved Percy Jackson (and I adore norse mythology) but I wasn't a huge fan of the egyptian series 	 ReaderName:thespookyrain 	 ReaderScreenName:the_suzerain 	 ReaderId:2220852618 	 userLocation:Vancouver, Canada 	 FollowersCount:6472 	 FriendsCount:173 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 06:52:21 
Tweet:Audiobook-ing Magnus Chase and the Gods of Asgard: The Sword of Summer whilst reading the book @camphalfblood 👏🏼 	 ReaderName:ig: ayrapirante 	 ReaderScreenName:ayraness 	 ReaderId:39939654 	 userLocation:Camp Half-Blood 	 FollowersCount:382 	 FriendsCount:277 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 06:44:37 
Tweet:RT @gillythepenguin: My copy of Magnus Chase is signed. What a nice surprise, thanks @booktopia 😊 	 ReaderName:booktopia 	 ReaderScreenName:booktopia 	 ReaderId:16431335 	 userLocation:Australia 	 FollowersCount:15166 	 FriendsCount:4154 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-21 06:00:49 
Tweet:Magnus Chase: the boy who flips off angry Fire Giants. #readingmagnuschase 	 ReaderName:Katie Noelle 	 ReaderScreenName:Katienoelle127 	 ReaderId:885878880 	 userLocation: 	 FollowersCount:5 	 FriendsCount:42 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 05:59:23 
Tweet:My copy of Magnus Chase is signed. What a nice surprise, thanks @booktopia 😊 	 ReaderName:Gilly 	 ReaderScreenName:gillythepenguin 	 ReaderId:18372648 	 userLocation:Sydney 	 FollowersCount:156 	 FriendsCount:242 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-21 05:51:59 
Tweet:@camphalfblood the fact that you mentioned my all time favorite TV show in my new favorite book! Magnus Chase rocks! https://t.co/ApouHs4yef 	 ReaderName:Rebekah Adams 	 ReaderScreenName:bekahanne3 	 ReaderId:3254263944 	 userLocation: 	 FollowersCount:16 	 FriendsCount:37 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 05:49:27 
Tweet:Yes give Magnus a chance guys https://t.co/PIKmO7jOdw 	 ReaderName:Pierce ♆ 	 ReaderScreenName:pierces290 	 ReaderId:1528930194 	 userLocation:Camp Half-Blood 	 FollowersCount:112 	 FriendsCount:80 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 05:33:52 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:Yash 	 ReaderScreenName:shaimaevi 	 ReaderId:115653986 	 userLocation:Philippines 	 FollowersCount:331 	 FriendsCount:1800 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-21 05:33:37 
Tweet:RT @NouraBooks: [BUKU BARU] Magnus Chase &amp; The Gods of Asgard • @camphalfblood • Harga Rp 96.000,- • https://t.co/I5LQ17DLZF • https://t.co… 	 ReaderName:Hestia Istiviani 	 ReaderScreenName:hzboy 	 ReaderId:79142741 	 userLocation:Surabaya, Indonesia 	 FollowersCount:775 	 FriendsCount:371 	 CreatedTime:False 	 Retweeted:4 	 RetweetCount:2015-10-21 05:31:41 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:camelle reads 	 ReaderScreenName:camelle_r 	 ReaderId:413924121 	 userLocation:Philippines 	 FollowersCount:1606 	 FriendsCount:1592 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-21 05:18:25 
Tweet:I read some of "Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer" by Rick Riordan. I'm enjoying it. 	 ReaderName:Alain Benis 	 ReaderScreenName:arb100sf 	 ReaderId:2495483057 	 userLocation:Rye, New York 	 FollowersCount:94 	 FriendsCount:92 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 05:03:03 
Tweet:5 reasons why you should give Magnus Chase and the Gods of Asgard a chance https://t.co/G2NqySMibt via @wordpressdotcom 	 ReaderName:~ade~ 	 ReaderScreenName:adenurmarita 	 ReaderId:169487181 	 userLocation: 	 FollowersCount:386 	 FriendsCount:830 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 04:41:06 
Tweet:*magnus chase* *trials of apollo* Pls...I have no more money @camphalfblood 	 ReaderName:Rachelle Lain 	 ReaderScreenName:LainRachelle 	 ReaderId:3003960085 	 userLocation: 	 FollowersCount:19 	 FriendsCount:36 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 04:04:38 
Tweet:Have y'all read magnus chase??? 	 ReaderName:keith 	 ReaderScreenName:tartaruhs 	 ReaderId:426557079 	 userLocation:multifandom 	 FollowersCount:4917 	 FriendsCount:1039 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 03:54:04 
Tweet:RT @HarvardBooks: Signed #MagnusChase by @camphalfblood @DisneyHyperion. We can ship throughout U.S.! http://t.co/mcZdMpytPe http://t.co/9G… 	 ReaderName:T.S.Gray 	 ReaderScreenName:thegraywriter 	 ReaderId:2190835915 	 userLocation: 	 FollowersCount:75 	 FriendsCount:136 	 CreatedTime:False 	 Retweeted:52 	 RetweetCount:2015-10-21 03:41:26 
Tweet:When you buy the new Magnus Chase book and you can't read it because of homework #MagnusChase #homework 	 ReaderName:Kelli Hickerson 	 ReaderScreenName:khieverbooks 	 ReaderId:3027455593 	 userLocation: 	 FollowersCount:30 	 FriendsCount:41 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 03:34:03 
Tweet:RT @Kateywrites: My 10 yo is losing her mind at the chance to win signed copies of #MagnusChase from @camphalfblood &amp; @nymediaworks! https:… 	 ReaderName:Katya Szewczuk 	 ReaderScreenName:katyaszew 	 ReaderId:2992892344 	 userLocation:New Jersey 	 FollowersCount:622 	 FriendsCount:1399 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-21 03:02:22 
Tweet:"Magnus Chase and the Gods of Asgard" Has Arrived! #ReadRiordan #NorseCrashCourse https://t.co/bJbX9xhDIo via @mamasmoney 	 ReaderName:Samantha 	 ReaderScreenName:HaveSippy 	 ReaderId:182104983 	 userLocation: 	 FollowersCount:109634 	 FriendsCount:96489 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 03:00:04 
Tweet:The Sword Of Summer Magnus Chase And The Gods Of Asgard, … : https://t.co/Imyz6kW1Zb .... https://t.co/5dUURVzuyq 	 ReaderName:Jack Stevens 	 ReaderScreenName:jackstevens365 	 ReaderId:3165358379 	 userLocation: 	 FollowersCount:11881 	 FriendsCount:11856 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:54:18 
Tweet:Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer  https://t.co/9UOyQtAo9n #Books https://t.co/kU7Bqkma77 	 ReaderName:Press Today 	 ReaderScreenName:breaking_news88 	 ReaderId:31884877 	 userLocation: 	 FollowersCount:11411 	 FriendsCount:177 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:51:47 
Tweet:My roomie is a huge PJO &amp; HOO fan and is super jealous of my new, signed copy of Magnus Chase! @camphalfblood https://t.co/4AnU1jRz92 	 ReaderName:Dora Brewington 	 ReaderScreenName:BrewingtonDora 	 ReaderId:2558092027 	 userLocation: 	 FollowersCount:68 	 FriendsCount:184 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:40:13 
Tweet:@musclenyc In that case I'm doing somethin' right! Haha! So happy to hear that! Glad I could point you in the direction of Magnus Chase. 😉👍🏻 	 ReaderName:Victerroria Stole 	 ReaderScreenName:VeryVictoriaish 	 ReaderId:508109788 	 userLocation:Atlanta, GA 	 FollowersCount:179 	 FriendsCount:283 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:36:22 
Tweet:Uncle said he will give me P500 (WHICH MEANS I CAN BUY MAGNUS CHASE BOOK IF I COMBINE MY OTHER MONEY FUCK YES PLS UNCLE) 	 ReaderName:❯❯❯❯ ｒｉｎ . 	 ReaderScreenName:lmQuicksilver 	 ReaderId:3180685164 	 userLocation:hiatus. 	 FollowersCount:457 	 FriendsCount:247 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:33:32 
Tweet:@sevensprophecy are you reading/do you plan to read the Magnus Chase series? 	 ReaderName:Kelley 	 ReaderScreenName:ElizabethBourse 	 ReaderId:1202225419 	 userLocation:The Caribbean 	 FollowersCount:114 	 FriendsCount:82 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:32:55 
Tweet:MAGNUS CHASE BOOKS ARE FLOODING I NEED ONE BUT I HAVENT COMPLETED MY TCOVT SO MAGNUS CHASE HAVE TO WAIT https://t.co/u5WhzEmOUz 	 ReaderName:❯❯❯❯ ｒｉｎ . 	 ReaderScreenName:lmQuicksilver 	 ReaderId:3180685164 	 userLocation:hiatus. 	 FollowersCount:457 	 FriendsCount:247 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:20:55 
Tweet:RT @sammmwebb_: Got my signed copy of Magnus Chase today!!! @camphalfblood https://t.co/3Ll9RY6VmG 	 ReaderName:Joann Hill 	 ReaderScreenName:JoannHillnyc 	 ReaderId:406721368 	 userLocation:New York City 	 FollowersCount:775 	 FriendsCount:334 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-21 02:19:27 
Tweet:RT @HarvardBooks: Signed #MagnusChase by @camphalfblood @DisneyHyperion. We can ship throughout U.S.! http://t.co/mcZdMpytPe http://t.co/9G… 	 ReaderName:Prune 	 ReaderScreenName:risan_widya 	 ReaderId:88910161 	 userLocation: 	 FollowersCount:95 	 FriendsCount:86 	 CreatedTime:False 	 Retweeted:52 	 RetweetCount:2015-10-21 02:12:11 
Tweet:@VeryVictoriaish love your reviews! I'm reading magnus chase bc of your channel and it's really good halfway through. 	 ReaderName:Kaz Brekker 	 ReaderScreenName:musclenyc 	 ReaderId:138138296 	 userLocation:Queens, NY 	 FollowersCount:217 	 FriendsCount:158 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:07:57 
Tweet:Signed copy of Magnus Chase pleaseee. Huhu angkol Rick Riordan :((((( 	 ReaderName:/aNGˈzīədē/ 	 ReaderScreenName:Tsiinii 	 ReaderId:1484540179 	 userLocation: 	 FollowersCount:615 	 FriendsCount:432 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:03:12 
Tweet:i want to buy magnus chase but i have no money 	 ReaderName:cami 	 ReaderScreenName:LARRYISASSY 	 ReaderId:544058891 	 userLocation:fireworkssqd 	 FollowersCount:4173 	 FriendsCount:1500 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:02:55 
Tweet:I've been reading Magnus chase since 3 o clock 	 ReaderName:☾Spooky Sam ☾ 	 ReaderScreenName:craniumfuck 	 ReaderId:2580837238 	 userLocation:5 days until HALL0WEEN 	 FollowersCount:355 	 FriendsCount:505 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-21 02:02:16 
